a1,3869830267783520159,5582704147438020680,11708745455181321279,13479586488459815846,18158413337196038376,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a2,7347985199522070624,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a3,1059948043990815240,1458740331535927588,4191381031156018817,5730983633561602375,10418691179351725793,11889635701294634126,18158413337196038376,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a4,1011775033572361728,1392918053001556370,3379647737167460193,4245799922589272377,6409932299453877540,6806805411575445192,7532216371088591012,8570251408791337861,10456413733696471721,11369042883886531284,12235003744923110116,12525193176360382621,12892407212793977021,14299068209699020812,14457010094985235281,17199837679998315424,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a6,5300833157821796007,9745200265161552869,10185585810429864864,10538263544519865823,12321911467437242756,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a7,6823371230435086534,12892407212793977021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a9,738481121392283366,942067374095275346,8130440350572619985,8226217859038139677,8603569031297842179,9180836659239596234,11613451470500365805,12639137283043216779,13032293245379693680,14271444767908210463,15467090009359228681,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a11,203571574029692362,239777136391794087,714580692243210147,735972946868555642,757997296308655892,932671227064404368,1055412422814819939,1059948043990815240,1067127966115687587,1234190915274127286,1243867860550464817,1265142893118596048,1395949967103991915,1426210251203898790,1480872031078288914,1673086373966613120,1678076994690505650,1763725584049666355,1872154942667539461,1931233145547275341,1936615037012005441,2082437326156006067,2429030674805540776,2456323440773467417,2501422006032887468,2517987671960332953,2534331657818283468,2573624748384507382,2774471863146755014,2821606809902978922,2893162874490997686,2993024940726882858,3054843102433689601,3057107085709158759,3085655774027284625,3367020400660169474,3600599191630089050,3656039986577442485,3811190722114413753,4619633058700775737,5010282239590355792,5087561775862360747,5145234228952439748,5153770782100707708,5172941975597126513,5264464679292543384,5410752838966586445,5533818711680077415,5730983633561602375,5741101657012081271,5772931063191023529,5873793211616733093,5968950385320111072,5991457735804596465,6179043702226148714,6260505905572191606,6377707825298010126,6542682205515019275,6631023295654620916,6781719035931866959,7103943684007316831,7241244244206066170,7267428179273376545,7274237310525216865,7330177052386858429,7407034005079549627,7408588872433956323,7539029159135960110,7716676413207984808,7780187304895816135,7879523251304258980,7890427003066972359,8078897741753983246,8108587488425581135,8114109056403489590,8340961106319824806,8498975416215880810,8637860504234541946,8679570353660297219,8688750937288271629,8843905374881649167,9176901647437984877,9229037484919843730,9355147718647473520,9368696454794743891,9403730630590212363,9625974608467121443,9751345253157683922,9756269595274016398,9762679754219234828,9874879113090770558,9917542115147387062,10013536699398912950,10037017386882264283,10118016287279073951,10427560749865856338,10566250514132764737,10608778780989566939,10692942030804573791,10823494175782453090,10900613912245696019,10901704516241182874,10923696344724664404,10956399161601399073,11057170876703834657,11077943952057472090,11101299352794355215,11172088147487046024,11297473868015229096,11358895795956730448,11385510932001987924,11615782290276218738,11804422643590137588,12002127747419123021,12009801347262133015,12069169373975981765,12134961345148909210,12194292202790230905,12246847251224530980,12275467211159667552,12445178585970504926,12631275888259905431,12919196898924555710,12974061915658343124,13035213689601225006,13136193057896695951,13158088470220611956,13397072483179774457,13446252242720970916,13611733010088241643,14077914956891414661,14387954331166086534,14402081125584043378,14457010094985235281,14687546203387404840,14761550635681896698,14810885256127890591,14867801112601906915,15012908329996217227,15113628289363090445,15117032448429150922,15187852727647094879,15264288932377549920,15520069660848789008,15533704418317672614,15756728028624973151,15890112010660958779,16115164951551458107,16156032633248380661,16392233986579236351,16609063163431391075,16714431422130152308,16737292546077520903,16882150069050137287,16888732782128396033,17007366285777500225,17401706597307045006,17449079592718331812,17516297113810809887,17639671690422117787,17719721487717850951,17992640906084212614,18041248094020040245,18106577450278095095,18158413337196038376,18164888669175987818,18242922648842314413,18320091177095579039,18398698838212089236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a12,814917306117682498,885677707973546784,1988603070774874629,3103313803547674508,3726662971929994106,3886100402443815498,4206344435209977485,4565895263557702968,5441788843409028292,6329488031665105382,6373550542182019028,6444705679315304449,7940158252629095218,8197691969261428684,8212032474653522312,8352296364306216603,9215354235877689050,9568849596034035372,9916995238322131242,9977825913715406870,10281604405458934627,10691822083980707417,11276038966369631802,11613494960607637341,11912870542290507409,11956157326084206077,12117245611803464759,12649867897666961902,12693352338666006738,13447489992191917443,14296604833058385561,14749650341277487392,14839357416249598759,15674643292475487899,16049528247400458911,17958535879857176740,17976542584633332915,18172596109142847536,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a14,112295638205640385,125263246529602178,184920839263113862,198141523224605330,205639638218872086,239777136391794087,255696719511934993,628896554815450086,735972946868555642,757997296308655892,770265657193580629,893488135528180952,910416270617263745,915942550008286044,932671227064404368,953125520185494027,958530822048726137,962518247124009620,995360561275143866,1021253304942854392,1067127966115687587,1265142893118596048,1365637499636106594,1415817632759491102,1580405388470657333,1591387826696183454,1642597364528873525,1728545449974125675,1763725584049666355,1872912489058401467,1936615037012005441,1954816768082079419,1984195036503854945,2082437326156006067,2291960696685368058,2346665621374029946,2350687289936697463,2395026439688066298,2397631424850779268,2517256276907059285,2519615599291103403,2573624748384507382,2589640133419523717,2615295942968202302,2688063719229118471,2793713454197812288,2973609410246825693,3044758526265443407,3054843102433689601,3065857067948788073,3109299723158822825,3138643481936870694,3291556268660610820,3411834551661376776,3600599191630089050,3667830549510136838,3670644044943054288,3811190722114413753,3832374341894874591,3848873058614180158,4073860398010953568,4100995352714331354,4152132880567326599,4346250734143587832,4411424698059513098,4877326616463076825,5010282239590355792,5163045749894696955,5172941975597126513,5264464679292543384,5316737198795744848,5338178876222736313,5390892966804033495,5581370580488504802,5598771649931448469,5620588146171889668,5655122133010227524,5657941351084793637,5917293140367982730,6179043702226148714,6239383121411188801,6260505905572191606,6363103337339159454,6373550542182019028,6696913135638308523,6845099071345056622,6852200999311621821,6885200967309531711,7070638135573580161,7241244244206066170,7407034005079549627,7408588872433956323,7430883522135534042,7462372621455632505,7490160156206411438,7595310111695044782,7659489596774538113,7671244747532151936,7879523251304258980,7893392548591886583,8042859301554754098,8050886491257242024,8114109056403489590,8127577297978304658,8281693400286074122,8362071148911954093,8449690502745165418,8511890326554912372,8593331599461423122,8637860504234541946,8679570353660297219,8798480501691425405,8861746677966178070,8886254116997779345,8896545884829141734,9046331667527073333,9090865614844811028,9261882429527650272,9281795978093018711,9354724858868763603,9368696454794743891,9509162206487403694,9665267566468718195,9783274517197046108,9874879113090770558,10013536699398912950,10100282728267757615,10153560345920686328,10419896698447164121,10525528378711243868,10572807663795526742,10579524673885243898,10629301498345337222,10636980146243180837,10719688261426450845,10851170540156010444,10878742763533682685,10918541153086328572,11028774218264174446,11057170876703834657,11091508654801084503,11172088147487046024,11270013732527803729,11306523814827106945,11567860454762091238,11580244039927953111,11680666140257617728,11783750078935519756,11804422643590137588,11960201707335280237,11969290897839863682,11976688376247939879,12009801347262133015,12073915648058955216,12115940763521455782,12134961345148909210,12301578775790463403,12313245503486689431,12549291736506715267,12631275888259905431,12904874313461415639,13065353064839808104,13073382224432768033,13251410949111766276,13385921919279975513,13431903321400834261,13436905166578425759,13668670865969572662,13771686102099863879,13821386265718352215,13837189228176952228,13849167482031405930,13956558379251290142,14208135430471485507,14251229360714564501,14251392246757267013,14254286951566832474,14327977085290601660,14343273787908203775,14658188557071571564,14934004165886426333,15012037850211895650,15160311321843296166,15264288932377549920,15306746048446701400,15392267937202449923,15709108231429120875,15760501682726199305,15771624707424384311,15793157880963396487,15899203558491368695,16003963912545677157,16011785448707083856,16156032633248380661,16242793758481219665,16294449445368438630,16399722615353272953,16480467973726145916,16569547656900293888,16608070725098726599,16750296979517229721,16762260281166385375,16790350678661434945,16888732782128396033,17083485764844281471,17132844394570739922,17174400409817661324,17208379969371303559,17286936320470660281,17414479625239186123,17441575015459610259,17450054147659130439,17499103969023082167,17613816706297272221,17668444038939251654,17719721487717850951,17753752625480732964,18041248094020040245,18093031753113099630,18220460079982493117,18306615575854380940,18320091177095579039,18337663172252436538,18404808010901918672,18419140067348471696,18421543954717774246,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a16,37005064119486620,181699276107386180,628896554815450086,735972946868555642,738481121392283366,933380421294911611,942067374095275346,1763725584049666355,1900742777287127868,2154478340152731588,2162802006700153567,2514120228798584277,2591449900730977244,3158030302236397308,3502873491113971125,3600599191630089050,4057836499883222205,4100995352714331354,4152132880567326599,4175599595131317935,4342988102640576131,4599494775249237052,5010282239590355792,5170219041082019604,5612895006813453198,6260505905572191606,6520195972951633788,6699325197200998169,6712753470928023302,6976318133433986732,7064855523169712523,7925870074115547778,8114109056403489590,8118908396180870166,8161533606462172414,8207398773487675969,8365027826436866449,8398350241998179781,8717542367768662760,9184256682103701180,9368696454794743891,9509497656838080906,9738965467556497333,10592411254826110031,11150334268357513672,11613451470500365805,11724601732479475226,11997984232217996515,12074889369104241761,12387181945859964151,12631275888259905431,12639137283043216779,12988944003671141330,12999867198858558002,13224502884538993217,13556477348727199999,14085991395499986007,14185143610174477090,14781358901181468016,14906250284068660883,15689984263340730453,17441575015459610259,17459958994795048695,18158413337196038376,18294047942065245931,18421543954717774246,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a17,71206445202688277,124372882455691067,445956797590060593,446765891457854922,620473920895531617,861068681443652676,1589092862681179875,1629390889148361591,1713739284783510155,1763725584049666355,2000511343038515968,2154289092893135661,2218293262690182548,2393114058041531203,2507963617219472261,2709636973350460863,3054843102433689601,3226591152607091066,3628812423938900024,3678506947235122216,3769695545023586027,3957714186138180129,4871669905819005207,5010282239590355792,5125142660978681096,5245160896944964470,5546234136653462129,6263978852449321046,7197650995951116218,7293988104481141378,7309224022327921746,7407034005079549627,7821983914191185832,7959455110588311437,8456247979108987658,9391528502830142488,9672947840973936573,9771721781167755816,10211523478889217730,10722986100577316797,10823752635330306322,11313810156830605445,11422820462016522312,12335367351434131209,12419960401227116324,12504772392404932706,13136458698539429857,13463037313900201250,13525778643835733291,14010736604664202130,14810439991753794395,15171156984459310635,15441721489748674150,15532276163772074938,16085425207054439216,16382489856521781488,16591264855984744421,16670618517112562691,17039320499447484954,17590183127483693547,18065286269968062568,18153242597261819988,18421543954717774246,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a18,37005064119486620,181699276107386180,628896554815450086,735972946868555642,738481121392283366,933380421294911611,942067374095275346,1055412422814819939,1067127966115687587,1380413014511244856,1763725584049666355,1900742777287127868,2154478340152731588,2162802006700153567,2453408220954659819,2514120228798584277,2591449900730977244,3158030302236397308,3502873491113971125,3600599191630089050,3626007029578419992,4057836499883222205,4100995352714331354,4152132880567326599,4175599595131317935,4342988102640576131,4599494775249237052,5010282239590355792,5170219041082019604,5612895006813453198,6179043702226148714,6260505905572191606,6520195972951633788,6905333272156530336,6976318133433986732,7408588872433956323,7447424599578318895,7925870074115547778,8114109056403489590,8118908396180870166,8161533606462172414,8207398773487675969,8365027826436866449,8398350241998179781,8492385650363031921,8717542367768662760,9126176043059138481,9184256682103701180,9368696454794743891,9509497656838080906,9539911685505501156,9569529494640322434,9738965467556497333,9907787740793244254,10592411254826110031,10900613912245696019,11150334268357513672,11577135497534297204,11613451470500365805,11724601732479475226,11997984232217996515,12074889369104241761,12387181945859964151,12631275888259905431,12639137283043216779,12988944003671141330,12999867198858558002,13224502884538993217,13556477348727199999,14085991395499986007,14185143610174477090,14781358901181468016,14906250284068660883,15689984263340730453,17286553689788273889,17406452116325539759,17441575015459610259,17459958994795048695,18151651925578368608,18158413337196038376,18247998615494798629,18294047942065245931,18421543954717774246,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a19,37005064119486620,181699276107386180,486779120630962914,628896554815450086,735972946868555642,933380421294911611,942067374095275346,1763725584049666355,1900742777287127868,2154478340152731588,2162802006700153567,2375175807036178203,2514120228798584277,2591449900730977244,3158030302236397308,3502873491113971125,3600599191630089050,3863211636767628155,4057836499883222205,4100995352714331354,4152132880567326599,4175599595131317935,4342988102640576131,4599494775249237052,5010282239590355792,5170219041082019604,5421447072995736162,5612895006813453198,5903377935352382725,6260505905572191606,6445781569848159561,6976318133433986732,7925870074115547778,8114109056403489590,8118908396180870166,8161533606462172414,8207398773487675969,8365027826436866449,8398350241998179781,8570251408791337861,9193179848945935182,9368696454794743891,9509497656838080906,9738965467556497333,10592411254826110031,11150334268357513672,11233508662495961848,11236830737590385336,11477259371771577698,11613451470500365805,11724601732479475226,11758114016425453733,11759648222796193366,11997984232217996515,12074889369104241761,12631275888259905431,12639137283043216779,12911002328509328371,12999867198858558002,13224502884538993217,13556477348727199999,14085991395499986007,14185143610174477090,14457010094985235281,14781358901181468016,14906250284068660883,15276406522085556425,15534116446481564295,15586696242951275276,15689984263340730453,16354980609243001452,17441575015459610259,17459958994795048695,17489315588207777799,17916129271198830023,18158413337196038376,18294047942065245931,18306910579323527800,18421543954717774246,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a20,406411947753580348,512832282672731765,735972946868555642,933380421294911611,1067127966115687587,1763725584049666355,2116375769577962331,3102385957693643285,3158030302236397308,4599494775249237052,5344001003168272474,6179043702226148714,6260505905572191606,6697426199190329463,7365561653423772176,7408588872433956323,7467774231123562099,7925870074115547778,7934090802403800358,8307782091336878695,8525612493824240431,8812094432780355215,9252449370487336194,9671023580846274135,10124952683413514028,10418691179351725793,10694240057746063457,11219973431576407252,11758280611704502456,11889635701294634126,11997984232217996515,12381211054767804399,12458168918519113628,12593770757135856659,13209887262074312759,13730166036163343408,13837189228176952228,14170529142313218489,15689984263340730453,15743054338429863385,16294449445368438630,16459740046235224634,18158413337196038376,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a21,218787851568899111,296824940330337812,406411947753580348,694767479816293368,727940920036700569,942067374095275346,1296736388011235502,1489120587383773232,1522706286745775363,1589092862681179875,1669150070394241458,1763725584049666355,1829756549646198798,1880679613165322437,1923999144127702609,2116375769577962331,2171882884863519257,2496023490839937091,2521215122760272407,2583197435095855183,2631129409358367710,2798411157667780987,2904824079156561194,3102385957693643285,3248098093263752873,3293928382273353725,3294021188827522850,3308160843023436091,3334699710579047147,3364948407467879567,3458211947051043274,3547195333778809131,3620197746659721142,4100995352714331354,4157616135000468589,4163826065078279277,4207015163900117338,4444826345518597167,4670264247056657697,4747908403406275826,5010282239590355792,5092907206083736327,5655122133010227524,5921809049973496341,5956757774158102408,5968950385320111072,6494093387087006618,6733400297573076623,6923763341373800626,6994563332731071813,7025816323837328020,7169694035615982689,7192767084892795685,7643539393137011245,7837947413963275908,7934090802403800358,8038074365793393304,8098652927173231289,8222756385159238538,8375711881707952293,8469838304621038438,8525612493824240431,8573440853197581142,8593331599461423122,8690943498786156929,8703679766417775493,8734678915188328489,8933070061521626777,9124686826940273569,9188787053848704949,9252449370487336194,9262614430722820922,9544148695109553616,9775291572234658338,9867002298701836138,9927481230381055166,10124952683413514028,10248072361507648705,10350886002475074870,10585042623856004802,10620547610539596878,10629241990748818735,10848834289426479414,10855139598494312593,11187140986607052451,11196928345026846018,11351414116182840919,11431363002300531912,11456833286907183369,11696922503003632324,11717216439881171412,11862738794787783661,11944427291598833378,12049224028069235110,12102652021280136441,12121134714167872102,12201487516747626296,12328345672353876666,12469827874722159098,12514278159284317225,12618636260271288692,12643478762322746832,12741948207367132143,12966986870293150963,13090867138268647055,13162800753436282152,13238938993192808975,13239186636168804594,13336805416865726784,13413287563044824031,13442587102455820392,13490627924303006501,13512977456813073932,13921609128183959810,14179418192539957096,14237748929555329448,14267590830635500948,14379489713122013349,14445747612370231035,14536595189685619429,14738820388761870023,14845854418118476097,15141456485185647047,15187810932281767093,15219514509981652243,15312280116106894780,15346797138667671929,15499140481277852267,15532276163772074938,15563790351474984707,15705019611073119461,15782207171097587406,16156032633248380661,16193613229507175941,16225996262368261773,16591264855984744421,17153513671589048941,17505761214474424492,17519813902420096640,17684134079695248927,17691925206583099195,18014372646920889528,18061488124075167697,18067007185388710544,18124708134394276223,18421543954717774246,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a22,1118307458386668209,2738858001147089625,2837226285022596727,11613451470500365805,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
